Date,Close,High,Low,Open,Volume
2010-01-04,6.44033145904541,6.45507725915592,6.391278972378066,6.422877172871004,493729600
2010-01-05,6.451466083526611,6.487879368872802,6.417459939457402,6.458086826968792,601904800
2010-01-06,6.348844528198242,6.477043334794477,6.342223787303405,6.45146360131172,552160000
2010-01-07,6.337109088897705,6.379842571822461,6.2910660382072985,6.372319000569361,477131200
2010-01-08,6.379239559173584,6.379841846598225,6.291367069476212,6.328682371478371,447610800
2010-01-11,6.322965145111084,6.40993520655179,6.273009442174927,6.403916350344348,462229600
2010-01-12,6.251041889190674,6.31273437428661,6.21192052125898,6.295279285939875,594459600
2010-01-13,6.339216709136963,6.347643110296653,6.14210433388789,6.255557395887626,605892000
2010-01-14,6.302501678466797,6.33349838931188,6.2901634237727,6.322965791664653,432894000
2010-01-15,6.197175025939941,6.367806026370576,6.195369368621774,6.347642852984377,594067600
2010-01-19,6.471327781677246,6.475841925122603,6.236598349412447,6.26939991973662,730007600
2010-01-20,6.371716499328613,6.486673435378662,6.3046074598444175,6.467413497838698,612152800
2010-01-21,6.261573314666748,6.419264135504842,6.23569303614258,6.38224937460997,608154400
2010-01-22,5.951009750366211,6.244422252842924,5.933254922521883,6.222755167225841,881767600
2010-01-25,6.111104965209961,6.160157029217434,6.024435456999483,6.094252571996611,1065699600
2010-01-26,6.197476387023926,6.431303802197153,6.096361981140937,6.197777329930594,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.0045749318299,6.224860278743567,1722568400
2010-01-28,5.9973530769348145,6.184234582331421,5.979598251090309,6.167081642230315,1173502400
2010-01-29,5.7797770500183105,6.0849263149904775,5.725307591416028,6.051221514344954,1245952400
2010-02-01,5.860126495361328,5.898345437483027,5.756905498420523,5.78910558295049,749876400
2010-02-02,5.894130706787109,5.907974075653729,5.819498900991906,5.895635822587143,698342400
2010-02-03,5.995547294616699,6.024738350769651,5.8507969906922614,5.873367303805952,615328000
2010-02-04,5.779475212097168,5.969666257497655,5.765029956382149,5.920312437390329,757652000
2010-02-05,5.88209342956543,5.89834434204499,5.743362002184347,5.796929021216515,850306800
2010-02-08,5.841769695281982,5.954921813326952,5.838158380532967,5.889016926329096,478270800
2010-02-09,5.904063701629639,5.943486015810012,5.86072872799017,5.910984986476872,632886800
2010-02-10,5.871862888336182,5.916402032892487,5.845982604178523,5.8950346865672,370361600
2010-02-11,5.978695869445801,6.011197302410529,5.8399644002403965,5.86464131743013,550345600
2010-02-12,6.030154228210449,6.068072218787727,5.8832973508743995,5.9618414155335016,655468800
2010-02-16,6.121037483215332,6.129764423699118,6.0644614352143416,6.077100632580754,543737600
2010-02-17,6.095457077026367,6.14842139990363,6.044598148261356,6.144810086491243,436396800
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068976402282715,6.1150198620807625,6.052124001791336,6.074694719136381,415469600
2010-02-22,6.0313591957092285,6.093954111565596,5.994344425549897,6.089139427109654,390563600
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800
2010-02-24,6.038582801818848,6.0620555459310665,5.953718103981422,5.9654548778304815,460566400
2010-02-25,6.078907012939453,6.104787296426052,5.92512882100587,5.939874619986777,665126000
2010-02-26,6.157751083374023,6.1743025370301305,6.078906071835961,6.090341497444216,507460800
2010-03-01,6.289261817932129,6.304609101247995,6.18273004722626,6.191757931846104,550093600
2010-03-02,6.285050392150879,6.344635492126867,6.251646124785144,6.317551027034408,566546400
2010-03-03,6.299492835998535,6.315743751968442,6.257663381692075,6.287756866939419,372052800
2010-03-04,6.3410210609436035,6.347340860512157,6.278426156309787,6.29798784248148,366041200
2010-03-05,6.588994026184082,6.611564341558994,6.458989507847811,6.468318737610514,899620400
2010-03-08,6.592905521392822,6.623299544951842,6.5679276657418955,6.620892403858564,429889600
2010-03-09,6.7114739418029785,6.77105901880703,6.557093876211315,6.569733074092045,920259200
2010-03-10,6.766242980957031,6.785503320606141,6.716889967777388,6.73584896282668,596218000
2010-03-11,6.786106109619141,6.786106109619141,6.720502570151375,6.738258200231668,405700400
2010-03-12,6.819210052490234,6.853215393984392,6.793630308405303,6.842381449847894,416323600
2010-03-15,6.736151218414307,6.7861057251506125,6.6281147386043004,6.7824952143483666,493502800
2010-03-16,6.754507064819336,6.770456632864693,6.696125763526344,6.746382010279502,446908000
2010-03-17,6.7445783615112305,6.814696052147186,6.718999017174125,6.768051105431147,450956800
2010-03-18,6.760526657104492,6.771059255407664,6.699135519066172,6.7439743980178415,342109600
2010-03-19,6.688301086425781,6.778280980574283,6.657605320601596,6.764738955477245,559445600
2010-03-22,6.763534069061279,6.801151513538107,6.6251036091312345,6.634733777776246,456419600
2010-03-23,6.872175693511963,6.884815297393873,6.74397640775339,6.790320818401079,602431200
2010-03-24,6.9025702476501465,6.927548109651042,6.846595664902845,6.850508324880401,597780400
2010-03-25,6.820713520050049,6.950718422822485,6.808675805834343,6.949213306752657,542284400
2010-03-26,6.948614597320557,6.980212402547664,6.8778942075335,6.8899319258596385,640875200
2010-03-29,6.9934515953063965,7.037990340013547,6.970280197857038,7.011809513625473,540744400
2010-03-30,7.097575664520264,7.146628956078067,7.049425603467366,7.120145980526751,527310000
2010-03-31,7.071995258331299,7.120446659551521,7.055745146620758,7.086741861041226,430659600
2010-04-01,7.101184844970703,7.184242650750362,7.004283669768291,7.14451980653457,603145200
2010-04-05,7.177021026611328,7.177622912255161,7.065072707615497,7.071392908668552,684507600
2010-04-06,7.208618640899658,7.229683831983716,7.132180781698209,7.168293111831975,447017200
2010-04-07,7.240522861480713,7.280246532908274,7.182140724516436,7.208924249058353,628502000
2010-04-08,7.220958709716797,7.26880741855395,7.163479829465151,7.23570450790237,572989200
2010-04-09,7.276329040527344,7.279339272039838,7.236304854477477,7.265495903575947,334182800
2010-04-12,7.291380882263184,7.314853631644921,7.276935618898373,7.288671993589242,333026400
2010-04-13,7.295591831207275,7.306727121298641,7.2558681684313155,7.2784392897480705,306210800
2010-04-14,7.393694877624512,7.39730619140972,7.344943748695448,7.381356623984528,404076400
2010-04-15,7.490899562835693,7.494209532969202,7.388280042080807,7.396405098652769,376784800
2010-04-16,7.445156097412109,7.5577063178245885,7.359389390110783,7.480365207132035,750545600
2010-04-19,7.435227394104004,7.4599039120426225,7.275730847374325,7.434023622322317,566924400
2010-04-20,7.360592842102051,7.500828996338534,7.311540362762956,7.479462455708358,738326400
2010-04-21,7.800863742828369,7.831860460868237,7.6958366758547205,7.788224140566449,982391200
2010-04-22,8.01904296875,8.027469371139311,7.709981397308429,7.77137295398745,793424800
2010-04-23,8.150245666503906,8.190871732385059,8.034987405776521,8.064779532655187,796955600
2010-04-26,8.110222816467285,8.199299474342899,8.07079971153427,8.18184559556133,479068800
2010-04-27,7.885725021362305,8.06026784286,7.839983318890944,8.043114503536826,709343600
2010-04-28,7.872485637664795,7.944709517190749,7.716299901063173,7.9221400068558925,758402400
2010-04-29,8.084344863891602,8.125271489211546,7.884824150217178,7.915218176321169,558840800
2010-04-30,7.857137680053711,8.142424284498508,7.854429596054977,8.104506287001678,542463600
2010-05-03,8.01543140411377,8.061475271087295,7.911006215287937,7.939896736866913,454342000
2010-05-04,7.784610748291016,7.923342580689629,7.726530790931859,7.9113056710476615,723819600
2010-05-05,7.7036614418029785,7.76836296439066,7.485181702836045,7.61458474801141,883103200
2010-05-06,7.410549163818359,7.771671775434678,5.996149388805389,7.638658238637402,1285860800
2010-05-07,7.097876071929932,7.4201790855546434,6.777379519281003,7.334111827391676,1676018400
2010-05-10,7.643471717834473,7.663333945555503,7.479160942798083,7.530922308424766,984306400
2010-05-11,7.719611644744873,7.821026594213927,7.538448028443348,7.578772771748235,848906800
2010-05-12,7.887231826782227,7.918529083866675,7.7852149992631645,7.801464308208773,654379600
2010-05-13,7.774980545043945,7.97480174161653,7.715996560158341,7.921234727100727,599712400
2010-05-14,7.6383562088012695,7.718405399434171,7.508352112424309,7.678681746966609,759362800
2010-05-17,7.650394916534424,7.709378918992802,7.454485516181054,7.664840175157492,762834800
2010-05-18,7.594419002532959,7.780698177881782,7.531221817484286,7.73345136318598,782678400
2010-05-19,7.47344446182251,7.611273089169083,7.368418207233664,7.508353032987832,1025726800
2010-05-20,7.155055046081543,7.338324846916724,7.108409299785181,7.279039499202624,1282915200
2010-05-21,7.2922821044921875,7.3578860503658134,6.962154569418127,7.006391970909363,1223891200
2010-05-24,7.4258928298950195,7.550480715810096,7.4108464962013025,7.441541852665338,754238800
2010-05-25,7.379549980163574,7.425893560371255,7.136995728461914,7.202900187263955,1048006400
2010-05-26,7.346146106719971,7.58749740315473,7.335312166263448,7.5258053364889745,850654000
2010-05-27,7.624212741851807,7.640463656640626,7.496616180815965,7.54145546253981,666282400
2010-05-28,7.730443954467773,7.806279953467251,7.62421312621644,7.805979412378519,815614800
2010-06-01,7.8493146896362305,8.00309290774974,7.793039568195585,7.815007999866931,876472800
2010-06-02,7.943207263946533,7.968786207087022,7.834267532718274,7.960961691069337,688548000
2010-06-03,7.918224334716797,7.991351409417327,7.836670059959295,7.980216126572905,650106800
2010-06-04,7.702756404876709,7.881511617733026,7.662732215354106,7.7704665301437315,758304400
2010-06-07,7.551685810089111,7.79875382061624,7.539948639161927,7.772873543546481,886942000
2010-06-08,7.503235816955566,7.63775444586786,7.392491269193407,7.620901647832349,1000770400
